Project,ItemType,Condition,Include,Version
src/DbSqlLikeMem.SqlAzure/DbSqlLikeMem.SqlAzure.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.Data.SqlClient,6.1.4
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Dapper,2.1.35
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Dapper,2.1.66
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Dapper,2.1.35
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.SqlServer.Dapper.Test/DbSqlLikeMem.SqlServer.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.EfCore.Test/DbSqlLikeMem.SqlServer.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.EfCore.Test/DbSqlLikeMem.SqlServer.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.EfCore.Test/DbSqlLikeMem.SqlServer.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.EfCore.Test/DbSqlLikeMem.SqlServer.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.SqlServer.EfCore.Test/DbSqlLikeMem.SqlServer.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.SqlServer.EfCore.Test/DbSqlLikeMem.SqlServer.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.LinqToDb.Test/DbSqlLikeMem.SqlServer.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.LinqToDb.Test/DbSqlLikeMem.SqlServer.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.LinqToDb.Test/DbSqlLikeMem.SqlServer.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.LinqToDb.Test/DbSqlLikeMem.SqlServer.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.SqlServer.LinqToDb.Test/DbSqlLikeMem.SqlServer.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.SqlServer.LinqToDb.Test/DbSqlLikeMem.SqlServer.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.NHibernate.Test/DbSqlLikeMem.SqlServer.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.NHibernate.Test/DbSqlLikeMem.SqlServer.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.NHibernate.Test/DbSqlLikeMem.SqlServer.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.NHibernate.Test/DbSqlLikeMem.SqlServer.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.SqlServer.NHibernate.Test/DbSqlLikeMem.SqlServer.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.SqlServer.NHibernate.Test/DbSqlLikeMem.SqlServer.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.SqlServer.Test/DbSqlLikeMem.SqlServer.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.SqlServer/DbSqlLikeMem.SqlServer.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1' Or '$(TargetFramework)' == 'net48',Microsoft.Data.SqlClient,5.2.2
src/DbSqlLikeMem.SqlServer/DbSqlLikeMem.SqlServer.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.Data.SqlClient,5.2.2
src/DbSqlLikeMem.SqlServer/DbSqlLikeMem.SqlServer.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.Data.SqlClient,6.1.4
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Dapper,2.1.35
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Dapper,2.1.66
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Dapper,2.1.35
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Sqlite.Dapper.Test/DbSqlLikeMem.Sqlite.Dapper.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.EfCore.Test/DbSqlLikeMem.Sqlite.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.EfCore.Test/DbSqlLikeMem.Sqlite.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.EfCore.Test/DbSqlLikeMem.Sqlite.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.EfCore.Test/DbSqlLikeMem.Sqlite.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Sqlite.EfCore.Test/DbSqlLikeMem.Sqlite.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Sqlite.EfCore.Test/DbSqlLikeMem.Sqlite.EfCore.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.LinqToDb.Test/DbSqlLikeMem.Sqlite.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.LinqToDb.Test/DbSqlLikeMem.Sqlite.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.LinqToDb.Test/DbSqlLikeMem.Sqlite.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.LinqToDb.Test/DbSqlLikeMem.Sqlite.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Sqlite.LinqToDb.Test/DbSqlLikeMem.Sqlite.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Sqlite.LinqToDb.Test/DbSqlLikeMem.Sqlite.LinqToDb.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.NHibernate.Test/DbSqlLikeMem.Sqlite.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.NHibernate.Test/DbSqlLikeMem.Sqlite.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.NHibernate.Test/DbSqlLikeMem.Sqlite.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.NHibernate.Test/DbSqlLikeMem.Sqlite.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Sqlite.NHibernate.Test/DbSqlLikeMem.Sqlite.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Sqlite.NHibernate.Test/DbSqlLikeMem.Sqlite.NHibernate.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.Sqlite.Test/DbSqlLikeMem.Sqlite.Test.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.Sqlite/DbSqlLikeMem.Sqlite.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1' Or '$(TargetFramework)' == 'net48',Microsoft.Data.Sqlite,6.0.28
src/DbSqlLikeMem.Sqlite/DbSqlLikeMem.Sqlite.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.Data.Sqlite,7.0.20
src/DbSqlLikeMem.Sqlite/DbSqlLikeMem.Sqlite.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.Data.Sqlite,8.0.11
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit,2.9.3
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net48',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit,2.9.3
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.abstractions,2.0.3
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.1',xunit.runner.visualstudio,2.1.0
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',Microsoft.NET.Test.Sdk,17.13.0
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit,2.9.3
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit.runner.visualstudio,3.0.2
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',Microsoft.NET.Test.Sdk,18.0.1
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3,3.2.2
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3.extensibility.core,3.2.2
src/DbSqlLikeMem.TestTools/DbSqlLikeMem.TestTools.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.runner.visualstudio,3.1.5
src/DbSqlLikeMem.VisualStudioExtension.Core/DbSqlLikeMem.VisualStudioExtension.Core.csproj,PackageReference,'$(TargetFramework)' == 'netstandard2.0',System.Text.Json,8.0.6
src/DbSqlLikeMem.XUnit/DbSqlLikeMem.XUnit.csproj,PackageReference,'$(TargetFramework)' == 'net6.0',xunit,2.9.3
src/DbSqlLikeMem.XUnit/DbSqlLikeMem.XUnit.csproj,PackageReference,'$(TargetFramework)' == 'net8.0' Or '$(TargetFramework)' == 'net10.0',xunit.v3.extensibility.core,3.2.2
src/DbSqlLikeMem.XUnit/DbSqlLikeMem.XUnit.csproj,PackageReference,'$(TargetFramework)' == 'net48' Or '$(TargetFramework)' == 'netstandard2.1',xunit,2.9.3
